BorrowerState,EmploymentStatus,EmploymentStatusDuration,LoanOriginalAmount
MS,Employed,2,15000
MO,Other,218,4000
MD,Other,382,10000
UT,Employed,139,2500
MS,Employed,50,7500
TX,Employed,25,4000
NY,Employed,106,25000
MN,Employed,38,6000
WA,,,1000
CA,Employed,40,7500
LA,Employed,4,4000
,Full-time,33,7500
PA,Employed,13,4000
CT,Self-employed,57,7500
CA,Full-time,15,4300
IL,Employed,240,15000
FL,Other,0,4000
MS,Employed,155,3500
VA,Full-time,16,3000
NY,Employed,91,15000
NC,Employed,43,2400
NJ,Full-time,1,5000
WI,Other,7,10000
OH,Part-time,23,3000
MN,Employed,87,8500
IL,Employed,93,10000
MD,Full-time,52,17143
OK,Full-time,4,1000
CA,Employed,128,13620
NC,Employed,133,4000
PA,Self-employed,75,15000
CA,Full-time,10,7500
MI,Employed,80,15000
AL,Full-time,14,8500
TN,Not employed,1,5000
TN,Employed,0,9000
NE,Full-time,168,4000
OH,Full-time,30,2700
CA,Employed,75,25000
NY,Employed,119,5000
NV,Self-employed,48,4000
OH,Full-time,114,1000
AL,Employed,106,2000
IL,Employed,26,12000
CA,Employed,265,10000
CT,Employed,56,25000
FL,Part-time,24,2750
WA,Employed,107,10000
PA,Employed,30,4000
CA,Self-employed,48,4000
MA,Employed,127,5000
FL,Employed,127,6500
TX,Employed,213,2000
FL,Employed,66,7500
IN,Employed,23,15000
VA,Full-time,132,6500
IL,Employed,109,16000
KY,Full-time,84,4000
VA,Employed,214,5200
CA,Employed,142,20000
CO,Employed,13,10000
MI,Employed,110,4000
,Full-time,53,15000
CA,Employed,105,4000
MN,Full-time,32,4000
TX,Employed,54,2000
NC,Employed,89,4000
NJ,Employed,96,20000
MA,Other,65,10000
,Not available,,1200
FL,Employed,62,15000
OK,Employed,102,19000
OH,Employed,235,7000
IL,Full-time,40,7499
IL,Full-time,37,1000
MD,Employed,272,10000
FL,Other,18,10000
MA,Employed,16,4000
GA,Full-time,342,15000
FL,Employed,84,4000
OR,Not employed,178,3000
LA,Employed,138,4000
AL,Employed,119,2500
GA,Employed,65,15000
NJ,Employed,116,20000
VA,Self-employed,144,5000
FL,Employed,33,5000
NC,Employed,86,11500
NJ,Employed,124,13000
LA,Employed,99,3000
CA,Self-employed,60,15000
NY,Employed,237,4000
IN,Full-time,35,12000
WA,Employed,64,35000
MI,Other,475,4000
OH,Full-time,25,1500
WV,Other,117,2000
MA,Employed,393,2500
NY,Employed,363,15000
TX,Employed,130,15000
MO,Employed,215,8000
TX,Employed,12,15000
,Not available,,7950
MD,Employed,288,3500
MT,Full-time,42,5000
FL,Employed,287,6000
MS,Other,104,7000
MD,Part-time,22,1850
TX,Employed,246,10000
PA,Employed,41,12700
,Not available,,6000
MO,Full-time,51,1000
KS,Employed,23,7000
TX,Employed,7,15000
CA,Employed,107,10000
IL,Employed,7,15000
FL,Employed,235,10000
TX,Employed,25,15000
WA,Part-time,1,1000
WA,Not available,,1000
WA,Employed,83,10000
TX,Full-time,18,1000
GA,Full-time,99,9250
HI,Employed,215,2500
,Not available,,5000
WI,Full-time,47,4000
MD,Full-time,19,6300
IN,Employed,26,20000
NY,Employed,138,7000
CA,Employed,217,2500
CA,Employed,77,15000
NY,Employed,313,13000
AL,Not available,,2000
,Full-time,25,3000
TX,Employed,12,18000
OH,Full-time,286,7000
OK,Employed,35,3500
IL,Employed,36,25000
OH,Full-time,227,4000
GA,Not available,,3500
MI,Employed,6,4000
MN,Employed,12,7000
PA,Full-time,62,1500
CT,Employed,14,7500
WI,Employed,108,13000
KS,Employed,32,25000
OK,Employed,21,13000
MO,Not available,,5000
TX,Employed,97,20000
OH,Employed,221,15000
AR,Employed,122,4000
NJ,Employed,58,4000
WV,Employed,11,8500
NC,Self-employed,69,10000
FL,Full-time,96,9000
CA,Full-time,105,1500
CA,Employed,43,15000
MS,Employed,123,4000
WA,Employed,27,20000
AL,Employed,291,5500
PA,Employed,23,4000
WA,Full-time,109,5000
MD,Full-time,7,6001
NJ,Self-employed,125,15000
HI,Employed,143,5000
CA,Employed,13,2000
TX,Employed,53,10000
KY,Employed,34,15000
NY,Employed,306,11000
TX,Employed,74,10000
OH,Employed,186,10000
NJ,Employed,258,10500
FL,Self-employed,101,7500
GA,Full-time,12,7500
CA,Full-time,134,3000
MI,Employed,260,12000
,Not available,,3000
WA,Employed,132,10000
NJ,Employed,243,15000
NY,Employed,106,5000
KS,Full-time,73,14249
NM,Full-time,368,10000
TX,Full-time,395,5000
VA,Full-time,3,5000
CA,Full-time,46,9500
CA,Other,26,9000
NY,Employed,16,2000
NY,Employed,45,15000
IL,Not employed,105,3800
TN,Employed,130,25000
,Not available,,1000
AZ,Employed,174,10500
NM,Employed,180,4000
TX,Employed,262,2000
,,,1000
TX,Employed,36,10000
,,,1000
VA,Employed,64,4000
MT,Employed,11,6000
AL,Employed,35,15000
CA,Employed,212,15000
CT,Employed,355,5348
GA,Employed,71,3000
WI,Other,34,5000
CO,Full-time,217,5000
MD,Full-time,115,12500
AL,Full-time,11,3000
GA,Employed,20,15000
IL,Full-time,16,6000
OK,Full-time,212,5000
CA,Employed,98,6500
GA,Employed,195,15000
GA,Employed,104,15000
FL,Employed,10,4500
MN,Employed,12,2000
NY,Not employed,2,4000
PA,Employed,40,10000
MD,Employed,54,10000
LA,Employed,140,4000
MD,Employed,476,12000
,,,7000
NY,Full-time,107,7500
NY,Employed,8,4000
DC,Employed,10,15000
IL,Self-employed,99,1000
CA,Other,460,5000
NY,Employed,26,4000
NC,Employed,201,14000
MI,Employed,97,17500
MN,Employed,107,4000
CO,Employed,32,7000
IL,Employed,38,6000
NY,Employed,34,4000
GA,Full-time,5,4000
NY,Employed,1,4000
MD,Full-time,17,4500
NJ,Employed,45,10000
OH,Employed,47,4000
NY,Full-time,119,22000
CA,Full-time,216,2551
NC,Employed,133,5000
NC,Employed,190,3000
AZ,Full-time,0,3700
VA,Full-time,37,4500
VA,Employed,3,7500
NE,Employed,92,15000
CA,Employed,85,7000
NY,Other,421,5000
TX,Employed,15,2500
SC,Employed,27,10000
VA,Full-time,108,1500
GA,Employed,179,13000
FL,Employed,75,7500
WA,Full-time,307,2000
NY,Other,0,10000
CO,Employed,0,2500
CO,Employed,50,9000
RI,Employed,55,6600
WA,Employed,56,5500
WI,Employed,41,15000
,Not available,,1300
SC,Self-employed,79,15000
FL,Full-time,12,15000
IL,Full-time,5,1000
WI,Employed,92,20000
UT,Full-time,3,4000
OH,Employed,289,4000
FL,Employed,13,3000
OR,Full-time,353,1300
KS,Employed,4,4500
,Full-time,26,3700
FL,Full-time,105,1000
,Full-time,20,15000
FL,Other,254,11000
WI,Employed,52,4000
TX,Full-time,124,9900
CA,Employed,93,7500
WI,Employed,233,15000
MI,,,1325
,Not available,,4500
NY,Employed,291,7000
GA,Employed,69,3300
TX,Full-time,59,25000
MA,Employed,139,12000
MO,Employed,174,4000
DC,Full-time,44,5000
MD,Employed,27,10500
AZ,Employed,103,4000
IN,Employed,53,8000
TX,Not employed,31,3000
,Full-time,44,18000
CA,Full-time,76,2800
GA,Full-time,5,3500
NE,Employed,41,1400
CA,Self-employed,13,2500
PA,Employed,362,12000
TX,Employed,9,25000
WA,Self-employed,34,4000
UT,Full-time,98,1500
FL,Full-time,38,6500
NC,Employed,327,15000
OH,Employed,24,10000
IN,Employed,49,4000
FL,Employed,142,10000
UT,Self-employed,0,3800
OR,Employed,4,4000
MI,Employed,0,4000
,,,3000
TX,Employed,67,4000
NJ,Employed,16,6000
GA,Full-time,337,2500
DC,Full-time,35,5000
TX,Employed,68,15000
UT,Employed,23,10000
MI,,,2500
CA,Employed,54,8000
NV,Employed,72,15000
CA,Full-time,75,2750
MI,Employed,159,15000
MD,Employed,11,15000
GA,Employed,93,2500
CA,Full-time,56,4200
NC,Employed,191,9000
FL,Full-time,5,6000
OH,Self-employed,16,2000
SC,Self-employed,6,4000
MD,Employed,41,15000
VT,Retired,9,4000
OR,Employed,54,7000
DC,Employed,8,4000
PA,Employed,18,4000
CA,Employed,116,10000
NY,Employed,175,17500
TN,Employed,60,15000
MN,Employed,166,15000
TX,Employed,4,18000
CO,Self-employed,20,10000
FL,Employed,30,17500
WA,Employed,37,2500
MI,Employed,336,4000
NC,Employed,102,21657
TX,Employed,166,20000
CA,Employed,538,15000
TX,Employed,133,6500
MI,Full-time,39,8000
GA,Employed,169,35000
TX,Not available,,5000
OH,Employed,167,10000
TX,Employed,174,25000
,Not available,,5000
NY,Part-time,27,10000
NY,Employed,94,2000
UT,Employed,116,15000
CA,Employed,100,10000
MD,Full-time,15,5500
FL,Employed,67,2500
AL,Full-time,11,1500
LA,Employed,3,4000
TX,Employed,84,15000
WA,Employed,70,4000
NY,Employed,12,4000
NY,Employed,139,15000
,Not available,,3000
OK,Employed,14,15000
MN,Full-time,249,8000
UT,Full-time,1,25000
PA,Employed,238,20000
,,,1500
MI,Employed,161,15000
CA,Employed,10,12000
OH,Retired,125,8000
,Not available,,15000
NY,Employed,105,23000
CT,Employed,98,4000
MI,,,1000
VA,Employed,110,7500
CA,Full-time,19,2500
CA,Employed,114,20000
CA,Employed,100,10000
TX,Not available,,1000
GA,Full-time,98,3001
PA,Employed,15,5000
NJ,Employed,48,3000
GA,Full-time,40,3000
CA,Employed,196,6000
IL,Employed,120,3500
FL,Full-time,12,10000
AZ,Employed,3,10000
WA,Self-employed,291,12000
LA,Self-employed,11,4000
WI,Employed,99,3000
,,,8000
IL,Employed,399,13000
OR,Other,363,4000
MI,Employed,153,4000
WA,Employed,56,15000
,Not available,,2500
OH,Employed,66,10000
NY,Employed,39,5000
MA,Employed,84,8000
WA,Employed,7,15000
MS,Employed,4,5000
DE,Employed,231,3500
IL,Employed,111,11755
OR,Employed,157,4000
NC,Employed,40,19500
IN,Employed,20,4000
NY,Employed,367,4000
CA,Employed,167,15000
FL,Employed,70,8000
IN,Employed,269,6000
NY,Self-employed,59,2000
IL,Employed,110,4000
MA,Full-time,19,6450
TN,Employed,18,4000
CO,Employed,49,5000
NY,Employed,248,15000
OR,Employed,43,3250
KS,Employed,339,12500
MD,Full-time,241,7000
TX,Employed,164,18000
NC,Full-time,19,1000
CA,Employed,146,15000
OH,Full-time,46,3000
,Full-time,0,9900
VA,Employed,132,12000
IL,Employed,388,3200
,,,1200
VA,Full-time,74,1500
MD,Employed,66,4000
NV,Full-time,109,13000
FL,Employed,22,6000
WI,Employed,146,15000
NJ,Employed,118,8556
FL,Employed,155,11000
CA,Employed,184,20000
NJ,Full-time,183,7000
OK,Employed,92,15000
MI,Employed,29,15000
NY,Employed,9,3000
,Full-time,50,1800
WA,Employed,30,8500
NJ,Employed,198,5000
MO,Self-employed,17,4000
MD,Full-time,1,12000
ID,Employed,27,5500
NJ,Full-time,139,2500
CA,Full-time,64,4800
WA,Full-time,38,1500
NY,Employed,51,15000
MT,Employed,190,4000
,Not available,,11000
MA,Employed,23,35000
,Not available,,3500
FL,Employed,162,15000
MA,Self-employed,71,10000
,Not available,,2000
GA,Full-time,0,5000
TX,Not available,,2500
MD,Full-time,99,24000
,Not available,,5000
CA,Full-time,95,15000
CA,Full-time,75,5000
CT,Employed,30,5000
IL,Full-time,4,25000
WI,Employed,75,5000
OK,Employed,2,25000
OR,Full-time,158,6500
PA,Employed,310,15000
TX,Employed,108,3000
MI,Full-time,52,3000
NC,Employed,102,4000
TX,,,5000
MO,Full-time,71,3000
AZ,Other,32,14000
NY,Employed,12,4000
CT,Employed,22,6500
,,,5000
CA,Self-employed,27,7500
IN,Employed,71,6000
IN,Employed,12,10000
NJ,Other,4,4000
WV,Employed,263,12800
CA,Employed,188,11500
CA,Full-time,3,3500
GA,Self-employed,299,7500
FL,Employed,70,9500
TN,Employed,85,8470
,Not available,,2500
AL,Retired,79,3500
IL,Employed,33,10000
CA,Full-time,199,5000
VA,Employed,70,15000
MA,,,6100
IL,Part-time,0,1700
MI,Employed,85,15000
TN,Employed,101,11000
WY,Self-employed,139,15000
CA,Employed,25,4000
CA,Full-time,4,10000
CO,Employed,74,10000
MI,Employed,82,4000
CA,Self-employed,83,4000
OH,Full-time,141,2000
TN,Employed,40,20000
IL,Employed,34,2000
IL,Full-time,32,10000
OH,Employed,90,4000
GA,Employed,322,10000
FL,Employed,133,3500
WI,Employed,190,15000
VA,Full-time,2,12000
OH,Self-employed,26,10000
AZ,Employed,11,35000
MA,Employed,131,5000
TX,Full-time,86,7500
AZ,Employed,91,5000
FL,Retired,81,2500
GA,Full-time,76,5000
MD,Full-time,224,5000
IL,Employed,229,10000
MI,Full-time,203,3000
NY,Employed,71,3500
TX,Not available,,1000
VA,Employed,71,8000
SC,Retired,346,2000
MD,Full-time,368,20000
KY,Employed,133,2300
GA,Full-time,212,6300
CA,Employed,9,19000
VA,Employed,36,11263
CA,Employed,36,25000
KY,Employed,159,4000
MN,Employed,150,10000
KY,Full-time,77,1500
WA,Employed,29,7000
FL,Employed,190,10000
,Not available,,7000
,Full-time,0,5000
OK,Employed,24,15000
ID,Employed,116,15000
LA,Employed,84,15000
IN,Employed,1,3000
MO,Employed,132,11500
NH,Employed,84,15000
OH,Employed,151,4000
IN,Full-time,296,2500
MD,Other,0,10000
CA,Full-time,9,6500
CA,Employed,152,15000
TX,Employed,137,25000
NY,Employed,9,4000
CA,Full-time,40,2999
NJ,Employed,122,3000
TX,Not available,,1790
AZ,Employed,64,5500
IN,Employed,142,4000
AR,Employed,290,4000
PA,Employed,66,8500
IL,Employed,5,10000
MD,Full-time,23,9000
CA,Employed,128,7000
MD,Employed,69,5000
CA,Employed,30,10000
MD,Full-time,33,6000
PA,Self-employed,168,7000
MO,Full-time,22,1500
CA,Full-time,239,8000
NY,Employed,122,15000
MA,Full-time,125,7000
MD,Employed,51,5000
TX,Full-time,171,5000
CT,Employed,133,8000
MD,Employed,71,25000
NV,Employed,103,4000
IL,Self-employed,176,7500
PA,Employed,90,6000
FL,,,5000
CA,Employed,8,20000
AR,Employed,6,12000
NY,Full-time,65,1000
TX,Full-time,64,5000
CA,Employed,35,7000
MO,Self-employed,16,13000
IL,Employed,3,15000
DC,Employed,27,18000
TX,Employed,184,15000
CA,Employed,170,10000
MS,Employed,14,2750
AL,Full-time,218,2500
NJ,Employed,194,15000
IN,Employed,24,3500
AR,Employed,19,3000
IL,Employed,143,3500
IN,Full-time,23,7500
CA,Employed,34,24500
ID,Employed,40,7000
CA,Employed,142,2000
AR,Employed,55,15000
WA,Employed,41,2000
AR,Employed,147,11799
CA,Employed,55,7500
NC,Employed,177,15000
CA,Full-time,31,3500
NM,Employed,32,2000
FL,Full-time,183,1500
IN,Employed,305,2000
MN,Full-time,56,10000
IA,Full-time,4,1700
MO,Not employed,9,4000
CA,Employed,181,21000
NY,Employed,62,3000
CA,Employed,233,4000
TX,Employed,54,4000
CO,Full-time,91,3600
AR,Employed,228,2500
,Full-time,80,4999
NJ,Employed,76,2000
RI,Full-time,80,7500
GA,Full-time,88,4000
OH,Employed,242,17500
,Not available,,12000
CA,Full-time,101,5000
NH,Employed,210,4000
MD,Full-time,103,3500
OH,Full-time,48,3000
TX,Employed,11,11500
WA,Employed,29,7200
OH,Employed,216,15000
NJ,Employed,106,9800
,Not available,,2200
MO,Employed,73,7500
CA,Employed,14,5964
CA,Full-time,92,3000
ME,Full-time,22,12000
,Not available,,5000
MI,Full-time,77,2000
FL,Full-time,30,1500
,Full-time,9,5500
NY,Part-time,177,2800
NY,Full-time,37,5000
CA,,,2550
NC,Employed,265,13000
CA,Employed,79,25000
OK,Employed,104,7500
GA,Not available,,10000
AL,Employed,26,15000
NJ,Employed,58,4000
AZ,Not available,,1500
WA,Employed,41,15000
VA,Full-time,68,3000
OK,Full-time,51,2000
KY,Employed,208,19000
CT,Full-time,17,1200
,Not available,,1350
NY,Employed,195,4000
TX,Employed,68,25000
TX,Employed,13,11500
CA,Employed,4,15000
GA,Employed,77,20000
MI,Employed,3,4000
IL,Employed,79,5000
SD,Employed,443,10000
CA,Employed,124,20000
NV,Employed,137,5000
OH,Self-employed,23,10000
AL,Employed,145,12000
MO,Employed,2,6500
FL,Self-employed,164,10000
IL,Employed,68,10000
CT,Employed,111,4000
AL,Full-time,132,7000
IL,Employed,4,10000
IN,Employed,102,7500
MD,Full-time,112,10000
VA,Full-time,263,5000
MD,Full-time,65,4500
CA,Full-time,35,5000
RI,Full-time,31,4000
MO,Full-time,43,4000
NJ,Employed,118,3000
MA,Not available,,25000
GA,Employed,40,15000
CA,Employed,308,3500
CT,Employed,41,15000
WA,Full-time,9,3500
MD,Employed,112,17500
VA,Employed,197,7000
PA,Employed,28,3250
NV,Employed,59,4000
MA,Employed,27,3300
TX,Employed,95,4000
MI,Full-time,231,6500
NC,Employed,499,6000
MS,Employed,24,4000
IL,Employed,47,18000
TN,Full-time,34,2500
TX,Employed,13,5000
,Not available,,4001
VA,Employed,113,6000
OH,Employed,170,5000
CO,Employed,89,12500
UT,Employed,38,2000
NC,Full-time,155,17000
IL,Employed,36,12000
FL,Employed,47,14000
GA,Full-time,129,7500
SC,Employed,8,9000
FL,Full-time,8,2000
GA,Self-employed,114,22000
CA,Employed,103,15000
FL,Employed,214,6500
WI,Employed,22,25000
MI,Employed,8,8554
NY,Employed,52,25000
CT,Employed,57,4000
WY,Self-employed,392,10000
CA,Employed,244,35000
RI,Employed,0,10000
TX,Not available,,1000
,Full-time,36,5000
MI,Employed,341,12000
GA,Self-employed,0,3500
NY,Employed,5,14000
CA,Full-time,8,9000
GA,Full-time,69,8000
MD,Employed,316,15000
MI,Employed,84,10000
AL,Other,0,4000
TX,Employed,98,15000
TN,Full-time,40,1100
NY,Full-time,1,4900
NY,Employed,61,15000
FL,Other,29,4000
CA,Employed,84,12600
NE,Full-time,4,1750
FL,Full-time,68,2809
CA,Employed,92,25000
CT,Full-time,13,1000
GA,Employed,56,3500
GA,Employed,94,6000
IL,Full-time,143,4000
PA,Part-time,22,2500
MI,Other,51,7500
IL,Part-time,1,5000
PA,Employed,186,4200
AZ,Employed,1,4500
IN,Employed,143,9000
VA,Full-time,154,3800
IL,Not available,,2250
FL,Employed,28,10000
IL,Full-time,27,2500
TX,Employed,6,13000
LA,Employed,95,15000
NY,Full-time,24,5000
KY,Employed,69,11500
CA,Other,0,7000
GA,Full-time,41,9000
TX,Employed,165,12000
OH,Employed,296,3000
OR,Employed,354,15000
VA,Employed,52,4000
AL,Self-employed,72,15000
CA,Employed,153,8000
,,,5000
NV,Full-time,10,5000
PA,Employed,123,4000
,Not available,,3050
MA,Full-time,237,12000
FL,Employed,64,15000
MT,Employed,59,7500
SC,Employed,27,4000
NJ,Employed,3,4000
VA,Full-time,33,2000
TX,Full-time,218,1000
IN,Not available,,9900
OH,Full-time,65,3000
FL,Full-time,3,4500
MD,Full-time,37,8000
GA,Full-time,3,6000
CA,Self-employed,0,10000
PA,Employed,64,3500
CA,Employed,131,9500
TX,Not available,,1800
MN,Full-time,262,5500
GA,Full-time,0,20000
,,,7500
WI,Employed,285,15000
TX,Employed,117,2000
MO,Employed,154,10000
NY,Employed,24,15000
WA,Employed,152,25000
NY,Full-time,91,1000
NC,Employed,128,5566
RI,Employed,221,4000
WA,Self-employed,79,10000
AZ,Employed,2,7500
NY,Not available,,4000
PA,Employed,196,15000
OH,Full-time,108,3000
IN,Employed,197,20000
GA,Employed,161,25000
CT,Employed,117,4000
CA,Employed,28,10000
NM,Other,264,2000
MI,Employed,102,9000
OH,Employed,255,4000
NJ,Employed,18,14000
OH,Employed,14,2000
TN,Full-time,93,1800
CA,Employed,67,15000
FL,Full-time,49,6000
IL,Employed,1,3500
IL,Self-employed,166,15000
AZ,Employed,82,15000
IL,Other,144,18000
CA,Employed,73,11500
FL,Full-time,93,10000
SC,Employed,169,9000
NY,Employed,56,15000
IL,Employed,153,2000
NY,Self-employed,36,15000
,Not available,,5500
NY,Employed,20,6000
GA,Employed,55,15000
WY,Other,16,9000
KS,Employed,17,15000
CA,Employed,27,2000
NC,Full-time,119,4000
NJ,Employed,12,2000
WA,Employed,90,3000
CA,Full-time,111,2500
,Not available,,8000
NM,Not available,,8000
OH,Employed,138,10000
CA,Employed,494,13750
MD,Full-time,9,3000
NM,Full-time,81,3500
CA,Employed,7,4000
NY,Employed,202,10000
VA,Self-employed,141,15000
MO,Not available,,5000
MN,Self-employed,11,7000
VA,Employed,111,4000
VA,Employed,224,2000
NJ,Employed,91,14000
NJ,Full-time,39,9000
NY,Employed,72,3000
WI,Employed,14,13750
GA,Employed,41,10000
MI,Employed,128,20000
TX,Employed,325,20000
GA,Employed,174,8500
MO,Employed,16,10000
OR,Employed,197,6000
IL,Employed,69,19305
CA,Employed,163,15000
,Full-time,4,1000
MN,Employed,35,3000
IL,Full-time,90,2000
FL,Other,318,4000
,Not available,,2771
OH,Full-time,9,1000
OR,Employed,144,24500
OH,Employed,0,7500
VA,Employed,176,15000
IL,Full-time,6,14000
GA,Employed,11,9000
TX,Not available,,2000
IL,Self-employed,9,19000
OH,Full-time,249,7500
TN,Employed,79,9000
GA,Full-time,16,7000
AK,Employed,89,15000
WV,Employed,187,9800
OH,Employed,76,25000
AZ,Not employed,280,3000
CT,Employed,149,2000
KY,Full-time,311,1000
TX,Full-time,17,5000
IN,Employed,155,35000
CT,Full-time,104,10000
FL,Self-employed,14,1000
CA,Self-employed,6,4000
CA,Self-employed,58,3000
NH,Employed,200,18000
IL,Full-time,147,2000
MO,Full-time,81,3000
TX,Employed,37,25000
NJ,Full-time,18,2700
MI,Employed,23,6800
CA,Employed,1,20000
WI,Employed,50,5000
,,,5000
NE,Employed,166,6300
PA,Employed,244,2000
NY,Employed,56,7000
NC,Employed,17,10000
OH,Employed,23,4000
CO,Full-time,71,8000
CA,Employed,19,10000
NY,Self-employed,32,10000
PA,Employed,40,4000
PA,Self-employed,9,6000
NH,Employed,37,9000
IL,Full-time,19,1000
AZ,Other,0,10000
NM,Full-time,6,1000
FL,Employed,64,3000
GA,Full-time,67,2200
AL,Employed,229,20000
FL,Employed,12,15000
GA,Employed,27,8500
MI,Employed,121,4000
AZ,Employed,315,13000
CT,Employed,187,20000
IL,Employed,4,15000
CA,Full-time,7,7500
TX,Employed,155,15000
CA,Employed,64,2500
AL,Employed,110,4000
FL,Retired,45,2000
CA,Full-time,5,12400
NY,Employed,172,10000
MI,Employed,6,2000
MO,Employed,141,4000
MD,Employed,83,3400
MI,Employed,206,4000
NY,Employed,304,7000
PA,Full-time,131,4500
AZ,Employed,13,5500
MN,Full-time,162,9000
NJ,Not employed,1,2000
RI,Employed,82,4000
AZ,Full-time,2,3500
VA,Self-employed,0,2991
PA,Full-time,12,3000
PA,Employed,197,4000
FL,Employed,244,15000
FL,Full-time,18,2500
NE,Employed,239,2000
AZ,Self-employed,113,2500
CO,Employed,117,15000
CA,Employed,288,4000
VA,Employed,74,14000
,Full-time,12,7500
WA,Full-time,111,5000
TX,Employed,169,15000
CA,Employed,189,25000
VA,Employed,71,10000
CA,Other,0,3800
MN,Employed,138,4000
AR,Employed,169,10000
,Not available,,10000
PA,Employed,46,14000
NV,Self-employed,100,2800
OR,Employed,183,20000
CA,Employed,38,10000
NY,Full-time,130,5000
MS,Employed,80,8000
CT,Employed,18,4500
CA,Employed,39,15000
FL,Employed,102,25000
NC,Full-time,268,5000
GA,Not available,,25000
NC,Employed,22,3000
NV,Employed,61,8400
AZ,Employed,75,8000
MA,Employed,31,2000
VA,Employed,63,11500
CA,Self-employed,185,4500
TN,Employed,29,4000
MI,Employed,137,5500
CA,Other,124,4000
AL,Employed,118,5000
PA,Employed,4,5000
WA,,,1000
NY,Full-time,171,2600
MI,Employed,16,4000
CA,Employed,173,10000
AR,Self-employed,128,15000
TX,Other,7,10000
NY,Full-time,61,3200
VA,Full-time,29,3500
OK,Employed,447,20000
OR,Self-employed,44,10000
IL,Employed,34,4000
UT,Full-time,129,6000
SC,Employed,25,10000
GA,Employed,40,20000
GA,Full-time,16,10000
LA,Employed,278,13000
NH,Employed,3,15000
TX,Employed,84,4000
TX,Employed,240,15000
TX,Employed,22,15000
WI,Employed,373,4000
NC,Employed,78,2000
WI,Employed,61,15000
CA,Employed,45,12000
NC,Other,37,4000
MA,Full-time,41,15000
FL,Employed,52,26000
MO,Full-time,323,1000
WA,Full-time,15,1000
NY,Self-employed,74,10000
WI,Other,28,4000
VA,Employed,14,2500
CO,Employed,51,11500
NC,Employed,3,4000
WA,Employed,105,13000
MI,Employed,14,4000
CA,Employed,117,4000
GA,Employed,117,21000
WI,Employed,176,15000
TX,Employed,144,8000
IL,Full-time,6,14000
MI,Not available,,1000
NC,Other,15,2000
CA,Part-time,2,4500
VA,Employed,10,3500
NC,Employed,15,5000
MN,Employed,24,12000
FL,Employed,71,13000
CA,Full-time,95,18000
OH,Full-time,182,1000
MD,Employed,16,2100
IL,Self-employed,39,4300
,Full-time,4,9000
CA,Not available,,12000
PA,Employed,58,4000
TX,Full-time,288,15000
MT,Employed,234,15000
HI,Employed,200,15000
CA,Full-time,3,1000
IL,Self-employed,146,5000
GA,Employed,48,3000
OR,Employed,65,4000
IL,Full-time,2,2500
CA,Employed,102,5000
CA,Employed,35,2000
FL,Employed,4,12000
WI,Employed,41,3108
MT,Employed,130,5500
,Full-time,12,1375
MI,Employed,44,15000
GA,Self-employed,0,4000
MD,Employed,146,2000
IN,Employed,55,10000
IN,Employed,98,10000
OR,Full-time,75,15000
TX,Employed,91,4000
KY,Employed,27,2000
CA,Self-employed,104,15000
MO,Full-time,35,7500
CA,Employed,74,5000
MI,Employed,79,3500
OH,Full-time,60,14500
NY,Employed,97,5000
FL,Full-time,28,2000
CA,Employed,68,15000
WA,Self-employed,125,10000
CA,Self-employed,224,4000
CA,Full-time,38,5000
NY,Employed,76,10500
AZ,,,15000
WI,Full-time,69,4000
CA,Employed,14,20000
WI,Full-time,137,3000
NM,Employed,12,13000
GA,Full-time,71,5000
MN,Employed,3,10000
RI,Employed,71,20000
WI,Employed,73,11000
GA,Full-time,65,5000
FL,Employed,96,15000
OR,Other,276,4000
MO,Full-time,174,10000
MO,Full-time,85,4500
AR,Employed,74,10000
VA,Employed,108,4000
CA,Not available,,2550
FL,Self-employed,65,4000
IL,Full-time,37,18000
NY,Employed,123,2000
IL,Employed,64,4000
CA,Self-employed,14,10000
FL,Employed,41,4000
MN,Employed,197,2000
KY,Employed,21,4000
CA,Employed,52,7500
MN,Employed,145,4000
IL,Employed,354,15000
AL,Employed,58,20000
FL,Employed,273,12000
GA,Other,87,2000
NJ,Employed,73,4000
LA,Employed,151,8000
IL,Full-time,12,7800
CA,Employed,153,15000
WY,Full-time,94,7500
KY,Self-employed,445,15000
CA,Self-employed,107,7500
CA,Employed,9,19000
GA,Full-time,3,5000
NY,Employed,6,25000
CA,Employed,99,10000
CA,Employed,83,15000
TX,Employed,49,5000
VA,Employed,10,7500
CO,Full-time,161,9000
MN,Employed,128,2000
NY,Employed,175,5000
WA,Employed,24,10000
IL,Employed,27,4000
CO,Full-time,198,1000
MN,Employed,64,9000
VA,Employed,161,5000
MD,Employed,15,13000
NJ,Full-time,27,2500
NJ,Other,137,4000
KS,Employed,386,2000
WA,Employed,256,4000
HI,Part-time,5,1000
NC,Employed,220,5000
NC,Full-time,55,8000
GA,Full-time,6,5000
KS,Employed,98,7000
TN,Employed,11,3000
VA,Employed,216,7500
MN,Employed,55,6500
TN,Full-time,395,6000
OH,Full-time,56,1000
MO,Employed,1,15000
MI,Self-employed,64,10000
IL,Employed,248,12000
DC,Employed,61,5200
FL,Employed,120,15000
,,,3002
OH,Full-time,25,2500
CA,Not available,,2550
CA,Employed,50,20000
MA,Employed,52,15000
NJ,Employed,42,12000
TX,Self-employed,14,3000
NE,Employed,77,7000
MD,Full-time,47,25000
IL,Full-time,18,5000
